Dist Code,Year,State Code,State Name,Dist Name,TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),CULTIVABLE WASTE LAND AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),CURRENT FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent)
132,2017,3,Gujarat,Kutch,4565.2,531.6,1459.8,80.8,1524.0,80.8,1.4,125.7,733.5,809.4,110.35
133,2016,3,Gujarat,Mehsana,441.4,8.9,3.2,51.2,2.1,21.1,0.5,5.5,348.8,525.3,150.6
133,2017,3,Gujarat,Mehsana,441.4,8.9,3.2,51.2,2.7,21.1,0.6,5.6,348.1,517.6,148.69
134,2016,3,Gujarat,Panchmahal,328.1,74.2,6.7,41.0,11.9,11.2,0.0,7.9,175.2,257.0,146.69
134,2017,3,Gujarat,Panchmahal,328.1,74.2,6.5,41.0,12.0,11.2,0.0,7.0,176.2,228.6,129.74
135,2016,3,Gujarat,Rajkot,775.0,25.7,47.3,79.4,16.8,55.7,0.6,14.3,535.1,577.7,107.96
135,2017,3,Gujarat,Rajkot,775.0,25.7,47.3,79.4,16.4,55.7,0.6,13.6,536.3,654.5,122.04
136,2016,3,Gujarat,Sabarkantha,423.3,63.7,17.3,32.2,7.9,19.0,0.0,7.3,275.9,358.6,129.97
136,2017,3,Gujarat,Sabarkantha,423.3,69.4,17.0,32.2,7.8,19.0,0.0,6.3,271.6,373.6,137.56
137,2016,3,Gujarat,Surat,441.8,55.1,9.0,53.9,16.4,18.2,0.0,31.4,248.7,284.6,114.44
137,2017,3,Gujarat,Surat,441.8,55.8,9.0,50.7,16.3,18.1,0.0,31.5,251.3,290.1,115.44
138,2016,3,Gujarat,Surendranagar,927.1,48.4,87.3,54.9,50.6,38.1,3.0,20.7,620.8,778.2,125.35
138,2017,3,Gujarat,Surendranagar,927.1,48.4,87.2,54.9,49.2,38.1,3.5,21.5,621.0,755.7,121.69
139,2016,10,Rajasthan,Ajmer,842.99,57.79,82.96,53.65,64.4,78.36,33.49,21.75,450.29,717.93,159.44
139,2017,10,Rajasthan,Ajmer,842.99,57.79,83.02,53.56,67.34,78.52,35.86,27.22,438.7,583.26,132.95
140,2016,10,Rajasthan,Alwar,783.28,84.93,78.35,49.26,7.85,23.84,29.09,17.4,492.38,870.68,176.83
140,2017,10,Rajasthan,Alwar,783.28,84.94,78.42,49.38,8.29,23.83,32.04,19.98,486.26,847.27,174.24
141,2016,10,Rajasthan,Banswara,453.59,91.29,51.0,11.33,24.44,11.41,31.17,3.87,228.66,343.12,150.06
141,2017,10,Rajasthan,Banswara,453.59,91.3,51.05,11.34,24.33,11.37,32.23,3.96,227.62,341.74,150.14
142,2016,10,Rajasthan,Barmer,2817.42,33.33,124.49,80.3,176.04,202.97,318.5,209.62,1671.04,1893.14,113.29
142,2017,10,Rajasthan,Barmer,2817.42,33.39,123.42,80.43,194.28,202.99,294.09,212.91,1674.38,1909.39,114.04
143,2016,10,Rajasthan,Bharatpur,506.73,33.65,21.52,30.14,2.54,7.54,11.14,7.57,392.55,606.31,154.45
143,2017,10,Rajasthan,Bharatpur,506.71,33.65,21.52,30.13,2.51,7.54,11.35,9.04,390.87,597.15,152.77
144,2016,10,Rajasthan,Bhilwara,1050.89,75.5,143.26,68.7,111.19,120.94,54.07,33.84,443.31,677.44,152.81
144,2017,10,Rajasthan,Bhilwara,1050.89,75.5,143.23,68.66,111.67,120.99,61.71,43.07,426.0,610.93,143.41
145,2016,10,Rajasthan,Bikaner,3041.75,103.78,20.62,274.81,584.37,49.41,196.85,176.05,1635.84,2026.12,123.86
145,2017,10,Rajasthan,Bikaner,3041.75,104.28,17.39,277.38,564.64,49.94,222.05,248.49,1557.35,1967.14,126.31
146,2016,10,Rajasthan,Bundi,581.94,142.34,47.82,41.43,25.35,23.62,25.32,7.99,267.93,495.95,185.1
146,2017,10,Rajasthan,Bundi,581.94,142.95,46.79,41.21,25.76,23.66,25.0,10.01,266.4,482.46,181.1
147,2016,10,Rajasthan,Chittorgarh,750.77,121.76,60.87,56.14,78.83,73.85,20.6,11.88,326.45,576.37,176.56
147,2017,10,Rajasthan,Chittorgarh,750.77,121.76,60.87,56.08,79.97,73.84,21.47,13.14,323.16,572.15,177.05
148,2016,10,Rajasthan,Churu,1385.91,6.52,0.62,66.72,19.03,37.2,45.25,59.33,1151.22,1470.91,127.77
148,2017,10,Rajasthan,Churu,1385.91,6.52,0.62,66.74,21.3,37.15,53.04,66.71,1133.81,1353.23,119.35
149,2016,10,Rajasthan,Dungarpur,385.67,64.48,67.38,23.02,22.03,34.54,30.91,7.86,134.52,195.93,145.65
149,2017,10,Rajasthan,Dungarpur,385.67,64.48,67.15,23.02,21.56,34.54,33.54,6.1,134.36,196.19,146.02
150,2016,10,Rajasthan,Ganganagar,1093.29,60.54,1.92,71.45,18.47,0.14,91.66,76.08,770.13,1206.86,156.71
150,2017,10,Rajasthan,Ganganagar,1093.29,60.53,1.92,71.62,18.9,0.14,90.78,97.7,748.93,1219.92,162.89
151,2016,10,Rajasthan,Jaipur,1105.52,82.81,63.44,84.09,41.01,73.65,57.43,46.2,656.22,1036.4,157.93
151,2017,10,Rajasthan,Jaipur,1114.06,82.81,60.64,96.3,43.8,73.68,65.06,61.52,629.43,901.63,143.25
152,2016,10,Rajasthan,Jaisalmer,3839.15,27.42,372.81,203.75,2130.16,84.63,128.47,62.45,828.69,1084.08,130.82
152,2017,10,Rajasthan,Jaisalmer,3839.15,27.42,372.71,204.07,2123.68,87.64,115.14,67.94,840.04,1120.47,133.38
153,2016,10,Rajasthan,Jalore,1056.61,23.64,78.11,44.84,21.95,47.37,98.88,73.79,668.03,948.52,141.99
153,2017,10,Rajasthan,Jalore,1056.61,23.64,78.11,44.86,21.74,47.37,98.8,73.24,668.84,943.31,141.04
154,2016,10,Rajasthan,Jhalawar,632.24,127.26,33.27,29.4,31.09,47.36,12.54,4.71,337.99,642.81,190.19
154,2017,10,Rajasthan,Jhalawar,632.24,127.37,33.8,29.1,30.5,46.81,12.85,5.56,336.33,636.4,189.22
155,2016,10,Rajasthan,Jhunjhunu,591.54,40.05,15.71,22.22,5.92,39.25,36.82,31.07,400.48,627.52,156.69
155,2017,10,Rajasthan,Jhunjhunu,591.54,40.05,15.71,22.29,5.91,39.24,41.92,35.53,390.86,607.55,155.44
156,2016,10,Rajasthan,Jodhpur,2256.41,8.4,143.47,78.79,8.99,124.67,266.15,229.96,1395.97,1787.73,128.06
156,2017,10,Rajasthan,Jodhpur,2256.41,8.4,143.47,79.1,5.08,124.67,234.73,255.72,1405.23,1770.72,126.01
157,2016,10,Rajasthan,Kota,518.35,127.2,29.11,33.97,21.54,13.79,13.73,6.34,272.1,513.68,188.78
157,2017,10,Rajasthan,Kota,518.35,127.09,29.76,33.02,22.15,13.7,15.26,8.47,268.31,507.43,189.12
158,2016,10,Rajasthan,Nagaur,1774.94,18.75,55.03,103.72,10.88,70.87,103.75,154.64,1257.14,1650.7,131.31
158,2017,10,Rajasthan,Nagaur,1774.94,18.74,55.06,103.99,10.32,71.09,105.44,155.59,1254.61,1512.85,120.58
159,2016,10,Rajasthan,Pali,1233.08,86.81,138.77,59.4,43.25,91.31,105.65,64.0,643.51,894.42,138.99
159,2017,10,Rajasthan,Pali,1233.08,86.8,138.77,59.43,41.39,91.31,101.51,59.83,653.69,839.77,128.47
160,2016,10,Rajasthan,Swami Madhopur,497.15,82.8,32.07,31.13,10.29,26.27,12.26,10.62,289.43,426.33,147.3
160,2017,10,Rajasthan,Swami Madhopur,497.15,82.89,32.07,31.21,10.58,26.45,16.1,46.38,249.04,381.62,153.24
161,2016,10,Rajasthan,Sikar,774.24,61.11,18.48,36.9,10.76,39.94,49.25,49.55,508.18,716.36,140.97
161,2017,10,Rajasthan,Sikar,774.24,61.09,18.48,37.17,12.92,39.89,52.23,48.08,504.35,686.22,136.06
162,2016,10,Rajasthan,Sirohi,517.95,155.49,74.47,25.72,9.26,33.26,30.88,24.95,163.92,226.56,138.21
162,2017,10,Rajasthan,Sirohi,517.95,155.73,74.1,25.86,8.61,33.26,27.55,22.98,169.84,226.98,133.64
163,2016,10,Rajasthan,Tonk,717.96,27.75,26.95,50.48,39.17,40.73,25.24,23.41,484.0,703.19,145.29
163,2017,10,Rajasthan,Tonk,717.96,27.75,27.39,49.94,40.49,40.52,27.28,40.5,463.85,671.49,144.76
164,2016,10,Rajasthan,Udaipur,1388.26,397.7,316.44,155.54,121.53,82.31,58.69,10.4,245.15,354.54,144.62
164,2017,10,Rajasthan,Udaipur,1388.26,397.7,316.44,155.54,121.07,82.31,64.46,14.5,235.74,347.03,147.21
165,2016,9,Punjab,Gurdaspur,257.1,6.16,1.63,19.04,20.230338993740848,5.117913397739065,5.719122437954795,21.72,208.55,412.51,197.8
165,2017,9,Punjab,Gurdaspur,257.1,5.64,1.63,21.16,0.0,0.0,0.0,20.46,208.2,410.28,197.06
166,2016,9,Punjab,Amritsar,263.57,2.53,0.14,41.38,0.26,5.1725603265472415,0.693391684345432,0.08,219.18,410.69,187.38
166,2017,9,Punjab,Amritsar,263.57,2.53,0.14,41.39,0.26,0.0,0.0,0.07,219.18,415.94,189.77
167,2016,9,Punjab,Kapurthala,166.54,1.47,0.01,31.36,0.33,1.4644099663024814,0.3736677081387718,0.42,132.95,274.69,206.61
167,2017,9,Punjab,Kapurthala,166.54,1.47,0.01,31.37,0.32,0.0,0.0,0.25,133.13,265.8,199.65
168,2016,9,Punjab,Jalandhar,266.22,5.6,27.72597024606415,13.07,20.230338993740848,8.94433039799134,4.232223612058704,11.014842775352975,247.56,411.8,166.34
168,2017,9,Punjab,Jalandhar,266.22,5.6,0.0,13.93,0.0,0.0,0.0,0.0,246.69,410.48,166.4
169,2016,9,Punjab,Hoshiarpur,339.27,105.41,0.94,17.81,0.16,0.97,4.41,4.34,204.49,337.03,164.81
169,2017,9,Punjab,Hoshiarpur,339.27,105.41,0.94,17.85,0.16,0.97,4.41,4.91,203.87,337.28,165.44
170,2016,9,Punjab,Roopnagar,139.12,30.57,5.51,17.6,0.78,2.21,0.07,1.17,80.98,138.53,171.07
170,2017,9,Punjab,Roopnagar,139.12,30.57,5.51,17.61,0.78,2.4,0.03,0.92,81.18,147.91,182.2
171,2016,9,Punjab,Ludhiana,368.31,10.02,27.72597024606415,59.4,20.230338993740848,8.646769819983437,3.236205513630292,7.766446063383185,298.89,600.44,200.89
171,2017,9,Punjab,Ludhiana,368.31,10.02,0.0,59.4,0.0,0.0,0.0,0.47,298.42,554.87,185.94
172,2016,9,Punjab,Ferozpur,238.66,9.59,1.79,8.82,20.230338993740848,7.512546462700801,19.490427763081968,4.0000016620677386,218.47,402.67,184.31
172,2017,9,Punjab,Ferozpur,238.66,9.57,1.79,8.84,0.0,0.0,0.0,0.07,218.4,414.78,189.92
173,2016,9,Punjab,Faridkot,146.88,2.0,27.72597024606415,17.46,20.230338993740848,4.869451095793758,0.484315148179423,0.25,127.16,242.6,190.78
173,2017,9,Punjab,Faridkot,146.88,2.0,0.0,17.46,0.0,0.0,0.0,0.24,127.17,242.06,190.34
174,2016,9,Punjab,Bhatinda,336.73,5.86,0.29,36.9,20.230338993740848,8.950935771456074,2.0508030681105147,7.97661985885912,293.67,549.3,187.05
174,2017,9,Punjab,Bhatinda,336.73,5.86,0.18,37.26,0.0,0.0,0.0,0.0,293.42,558.86,190.46
175,2016,9,Punjab,Sangrur,361.45,1.01,0.22,43.45,0.03,0.13,19.490427763081968,3.23,313.16,622.74,198.86
175,2017,9,Punjab,Sangrur,361.45,1.01,0.22,43.49,0.03,0.0,0.0,1.67,315.03,627.13,199.07
176,2016,9,Punjab,Patiala,322.3,12.41,3.93,39.33,0.3159164807611319,0.01,0.12,5.67,256.64,512.79,199.81
176,2017,9,Punjab,Patiala,322.3,12.41,3.92,39.31,0.0,0.01,0.0,5.93,258.16,510.94,197.92
177,2016,4,Haryana,Hissar,405.0,1.0,0.0,42.0,0.0,0.0,6.0,22.0,334.0,646.0,193.41
177,2017,4,Haryana,Hissar,404.0,1.0,0.0,42.0,0.0,0.0,6.0,21.0,334.0,645.0,193.11
178,2016,4,Haryana,Sirsa,427.0,1.0,0.0,18.0,0.0,0.0,5.0,13.0,391.0,728.0,186.19
178,2017,4,Haryana,Sirsa,427.0,1.0,0.0,18.0,0.0,0.0,5.0,13.0,391.0,743.0,190.03
179,2016,4,Haryana,Bhiwani,465.0,2.0,21.0,27.0,0.0,0.0,0.0,12.0,399.0,743.0,186.22
179,2017,4,Haryana,Bhiwani,329.0,2.0,0.0,11.0,0.0,0.0,0.0,6.0,309.0,514.0,166.34
180,2016,4,Haryana,Gurgaon,120.0,3.0,32.0,0.0,23.0,1.0,0.0,0.0,60.0,101.0,168.33
180,2017,4,Haryana,Gurgaon,120.0,3.0,32.0,0.0,23.0,1.0,0.0,0.0,60.0,109.0,181.67
181,2016,4,Haryana,Jind,278.0,1.0,28.0,0.0,0.0,1.0,1.0,0.0,248.0,445.0,179.44
181,2017,4,Haryana,Jind,278.0,1.0,29.0,0.0,0.0,0.0,1.0,0.0,248.0,473.0,190.73
182,2016,4,Haryana,Mahendragarh,194.0,0.0,0.0,25.0,1.0,0.0,13.0,2.0,153.0,293.0,191.5
182,2017,4,Haryana,Mahendragarh,194.0,2.0,8.0,30.0,0.0,0.0,0.0,2.0,152.0,285.0,187.5
183,2016,4,Haryana,Ambala,154.0,1.0,0.0,40.0,0.0,2.0,3.0,0.0,108.0,204.0,188.89
183,2017,4,Haryana,Ambala,154.0,1.0,0.0,40.0,0.0,2.0,3.0,0.0,108.0,208.0,192.59
184,2016,4,Haryana,Karnal,246.0,1.0,0.0,11.0,1.0,8.0,4.0,9.0,210.0,413.0,196.67
184,2017,4,Haryana,Karnal,246.0,1.0,11.0,13.0,1.0,8.0,0.0,9.0,201.0,390.0,194.03
185,2016,4,Haryana,Kurukshetra,168.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,145.0,266.0,183.45
185,2017,4,Haryana,Kurukshetra,168.0,1.0,0.0,21.0,1.0,0.0,0.0,0.0,146.0,279.0,191.1
186,2016,4,Haryana,Rohtak,167.0,0.0,17.0,4.0,0.0,0.0,5.0,4.0,137.0,227.0,165.69
186,2017,4,Haryana,Rohtak,167.0,0.0,5.0,4.0,16.0,0.0,0.0,4.0,137.0,242.0,176.64
187,2016,4,Haryana,Sonepat,213.0,1.0,0.0,48.0,0.0,3.0,7.0,0.0,152.0,300.0,197.37
187,2017,4,Haryana,Sonepat,213.0,0.0,7.0,49.0,1.0,3.0,0.0,0.0,152.0,296.0,194.74
188,2016,4,Haryana,Faridabad,72.0,0.0,2.0,38.0,0.0,0.0,0.0,1.0,32.0,59.0,184.38
188,2017,4,Haryana,Faridabad,72.0,0.0,1.0,38.0,0.0,0.0,0.0,1.0,32.0,61.0,190.63
189,2016,12,Uttar Pradesh,Saharanpur,363.79,33.26,0.28,51.89,0.48,0.17,3.4,4.43,268.65,438.41,163.19
189,2017,12,Uttar Pradesh,Saharanpur,363.79,33.26,0.28,52.17,0.42,0.2,3.18,4.37,268.69,322.07,119.87
190,2016,12,Uttar Pradesh,Muzaffarnagar,293.82,24.05,2.13,40.99,1.27,0.11,1.85,5.89,215.6,322.24,149.46
190,2017,12,Uttar Pradesh,Muzaffarnagar,293.81,24.06,2.13,41.14,1.43,0.08,2.44,4.96,215.62,303.34,140.68
191,2016,12,Uttar Pradesh,Meerut,273.01,21.31,3.2,44.35,2.82,0.37,1.75,2.63,196.42,302.31,153.91
191,2017,12,Uttar Pradesh,Meerut,273.0,21.31,3.3,44.45,1.61,0.3,2.49,3.05,196.42,537.1,273.45
192,2016,12,Uttar Pradesh,Buland Shahar,364.97,8.45,4.7,43.95,3.31,0.92,1.22,2.98,299.19,534.69,178.71
192,2017,12,Uttar Pradesh,Buland Shahar,364.97,8.45,4.69,43.98,3.31,1.02,0.91,3.27,299.11,75.8,25.34
193,2016,12,Uttar Pradesh,Ghaziabad,92.66,1.82,1.23,29.52,2.42,0.03,1.88,4.36,51.25,77.9,152.0
193,2017,12,Uttar Pradesh,Ghaziabad,92.66,1.82,1.23,29.65,2.17,0.01,2.58,4.1,50.96,75.8,1487.46
194,2016,12,Uttar Pradesh,Aligarh,371.26,2.58,5.71,41.36,6.6,1.73,4.52,2.94,305.63,565.68,185.09
194,2017,12,Uttar Pradesh,Aligarh,371.26,2.58,5.71,41.53,5.28,1.87,4.45,4.36,305.18,406.56,133.22
195,2016,12,Uttar Pradesh,Mathura,330.33,1.82,3.44,41.42,5.25,1.33,2.7,6.23,267.29,406.23,151.98
195,2017,12,Uttar Pradesh,Mathura,330.33,1.82,3.48,41.59,7.13,1.33,2.73,4.67,266.64,427.49,160.33
196,2016,12,Uttar Pradesh,Agra,398.97,35.73,3.75,46.98,2.95,0.9,10.99,28.57,259.32,434.64,167.61
196,2017,12,Uttar Pradesh,Agra,398.97,35.73,3.75,47.19,2.95,1.04,4.67,34.59,259.3,327.75,126.4
197,2016,12,Uttar Pradesh,Mainpuri,272.72,1.78,14.7,34.41,4.15,1.35,8.86,8.85,197.31,327.47,165.97
197,2017,12,Uttar Pradesh,Mainpuri,272.72,1.78,14.7,34.48,3.83,1.21,8.62,8.97,198.19,331.85,167.44
198,2016,12,Uttar Pradesh,Etah,244.07,1.03,1.58,24.63,9.17,0.35,3.49,5.49,198.12,332.52,167.84
198,2017,12,Uttar Pradesh,Etah,244.07,1.03,1.56,24.7,9.06,0.58,3.43,5.66,197.87,540.17,273.0
199,2016,12,Uttar Pradesh,Bareilly,406.92,0.35,7.47,56.67,1.28,0.33,3.04,8.63,326.53,539.58,165.25
199,2017,12,Uttar Pradesh,Bareilly,406.92,0.35,7.47,56.89,1.28,0.28,3.44,8.05,326.53,540.17,165.43
200,2016,12,Uttar Pradesh,Budaun,426.77,6.9,5.08,51.69,2.0,0.32,2.95,6.57,347.11,631.57,181.95
200,2017,12,Uttar Pradesh,Budaun,426.77,6.9,5.07,51.8,1.85,0.28,3.45,6.15,347.11,642.53,185.11
201,2016,12,Uttar Pradesh,Moradabad,223.92,0.06,2.03,33.59,0.79,0.1,4.88,7.54,173.09,311.68,180.07
201,2017,12,Uttar Pradesh,Moradabad,223.92,0.06,2.03,33.76,0.61,0.05,4.83,7.52,173.22,313.02,180.71
202,2016,12,Uttar Pradesh,Shahjahanpur,437.47,10.5,6.59,41.95,2.28,1.05,3.25,4.6,364.61,606.91,166.45
202,2017,12,Uttar Pradesh,Shahjahanpur,437.47,10.5,5.33,42.1,2.23,1.05,3.18,6.0,364.61,607.01,166.48
203,2016,12,Uttar Pradesh,Pilibhit,378.38,80.04,5.51,44.71,2.81,0.26,1.2,7.09,233.21,411.51,176.45
203,2017,12,Uttar Pradesh,Pilibhit,378.38,84.08,5.5,45.01,2.81,0.24,4.25,4.03,228.93,402.84,175.97
204,2016,12,Uttar Pradesh,Rampur,235.73,6.61,4.73,30.7,0.39,0.0,0.32,4.02,187.42,354.26,189.02
204,2017,12,Uttar Pradesh,Rampur,235.73,6.61,4.72,30.86,0.37,0.0,1.09,3.08,187.49,355.84,189.79
205,2016,12,Uttar Pradesh,Bijnor,464.55,54.45,3.07,65.98,2.28,0.48,0.21,2.89,333.93,417.68,125.08
205,2017,12,Uttar Pradesh,Bijnor,464.55,54.45,3.05,66.15,2.2,0.5,0.25,2.67,334.12,416.61,124.69
206,2016,12,Uttar Pradesh,Farrukhabad,219.91,0.26,6.27,30.81,3.03,0.6,1.25,2.63,173.5,228.64,131.78
206,2017,12,Uttar Pradesh,Farrukhabad,219.91,0.26,6.25,30.89,3.03,0.68,1.25,2.51,173.47,228.35,131.64
207,2016,12,Uttar Pradesh,Etawah,240.27,30.15,6.82,27.49,10.06,0.53,6.37,9.32,148.56,295.64,199.0
207,2017,12,Uttar Pradesh,Etawah,240.27,30.15,6.82,27.6,10.05,0.54,6.78,8.89,148.47,256.46,172.73
209,2016,12,Uttar Pradesh,Fatehpur,422.13,7.6,10.01,54.48,11.24,2.8,16.56,25.5,288.48,427.71,148.26
209,2017,12,Uttar Pradesh,Fatehpur,422.13,7.59,10.01,54.55,11.2,3.01,20.02,20.78,288.1,427.24,148.29
210,2016,12,Uttar Pradesh,Allahabad,557.07,21.48,14.95,94.55,11.35,1.64,19.6,35.71,352.16,572.39,162.54
210,2017,12,Uttar Pradesh,Allahabad,557.07,21.48,14.95,94.69,11.34,1.64,20.73,33.91,352.69,573.5,162.61
211,2016,12,Uttar Pradesh,Jhansi,501.33,34.4,32.02,49.11,16.93,0.67,14.3,40.72,311.85,487.57,156.35
211,2017,12,Uttar Pradesh,Jhansi,501.33,34.4,32.01,49.25,16.93,0.72,15.87,38.97,311.83,487.66,156.38
212,2016,12,Uttar Pradesh,Lalitpur,509.79,76.16,14.18,43.22,44.32,2.9,10.94,22.03,295.42,495.07,167.58
212,2017,12,Uttar Pradesh,Lalitpur,509.79,76.16,14.18,43.35,34.57,3.14,11.97,29.33,296.48,501.61,169.19
213,2016,12,Uttar Pradesh,Jalaun,454.43,28.18,8.54,41.0,1.63,0.15,5.44,23.18,344.37,487.7,141.62
213,2017,12,Uttar Pradesh,Jalaun,454.43,28.18,8.54,41.15,1.63,0.1,5.93,22.09,344.62,480.55,139.44
214,2016,12,Uttar Pradesh,Hamirpur,390.87,24.02,8.08,33.88,6.21,0.46,4.91,23.38,289.25,381.87,132.02
214,2017,12,Uttar Pradesh,Hamirpur,390.87,24.08,8.08,33.99,6.25,0.46,7.68,21.72,287.47,391.2,136.08
215,2016,12,Uttar Pradesh,Banda,438.95,5.19,10.2,44.21,10.12,0.5,5.56,16.79,345.48,477.15,138.11
215,2017,12,Uttar Pradesh,Banda,438.95,5.19,11.23,44.31,10.12,0.46,7.54,14.52,344.66,474.75,137.74
216,2016,12,Uttar Pradesh,Varanasi,152.68,0.05,1.91,33.38,2.85,0.02,6.01,4.76,100.91,164.66,163.18
216,2017,12,Uttar Pradesh,Varanasi,152.68,0.05,1.9,33.59,2.54,0.02,6.36,4.77,100.85,164.48,163.09
217,2016,12,Uttar Pradesh,Mirzpur,452.51,109.33,8.16,57.8,9.93,0.49,13.18,29.31,208.87,334.65,160.22
217,2017,12,Uttar Pradesh,Mirzpur,452.51,109.45,8.12,57.93,9.9,0.46,14.05,26.22,210.85,331.23,157.09
218,2016,12,Uttar Pradesh,Jaunpur,399.71,0.43,6.84,50.38,8.78,1.33,23.67,26.46,276.23,499.47,180.82
218,2017,12,Uttar Pradesh,Jaunpur,399.71,0.43,6.84,50.52,10.0,1.43,24.89,26.53,276.22,499.48,180.83
219,2016,12,Uttar Pradesh,Ghazipur,333.21,0.11,2.95,50.98,3.09,0.63,4.86,8.35,258.88,442.29,170.85
219,2017,12,Uttar Pradesh,Ghazipur,333.21,0.11,2.95,51.12,3.35,0.63,2.5,9.2,258.88,445.44,172.06
220,2016,12,Uttar Pradesh,Ballia,299.27,0.08,4.35,47.59,1.15,0.09,4.81,19.84,216.86,354.6,163.52
220,2017,12,Uttar Pradesh,Ballia,299.26,0.08,4.32,47.71,1.18,0.09,10.12,13.13,216.84,353.84,163.18
221,2016,12,Uttar Pradesh,Gorakhpur,335.22,5.84,4.3,49.29,5.21,0.21,11.41,18.17,238.04,402.09,168.92
221,2017,12,Uttar Pradesh,Gorakhpur,335.22,5.84,4.3,49.48,6.13,0.31,13.08,14.69,238.03,388.77,163.33
222,2016,12,Uttar Pradesh,Deoria,249.38,0.26,1.65,34.53,1.85,0.07,3.82,7.32,196.53,329.26,167.54
222,2017,12,Uttar Pradesh,Deoria,249.38,0.26,1.61,34.71,2.0,0.09,7.46,4.84,196.53,329.27,167.54
223,2016,12,Uttar Pradesh,Basti,277.04,4.37,3.61,41.95,4.14,0.52,8.33,9.88,198.55,339.26,170.87
223,2017,12,Uttar Pradesh,Basti,277.04,4.37,3.6,42.11,4.13,0.52,5.28,12.36,198.51,339.32,170.93
224,2016,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.72,62.91,6.37,1.34,15.45,38.99,286.28,506.05,176.77
224,2017,12,Uttar Pradesh,Azamgarh,424.06,0.11,6.69,63.15,6.37,1.4,18.88,35.98,285.98,506.01,176.94
225,2016,12,Uttar Pradesh,Lucknow,251.6,12.0,6.35,58.78,4.81,3.08,17.92,12.35,134.34,205.49,152.96
225,2017,12,Uttar Pradesh,Lucknow,251.6,12.0,6.34,59.21,4.81,3.1,17.88,12.31,133.88,198.97,148.62
226,2016,12,Uttar Pradesh,Unnao,460.22,16.98,11.42,56.72,10.43,3.47,20.14,23.5,314.84,503.26,159.85
226,2017,12,Uttar Pradesh,Unnao,460.22,16.98,11.4,57.08,10.63,3.51,19.07,24.5,314.83,507.61,161.23
227,2016,12,Uttar Pradesh,Rae - Bareily,392.05,4.8,13.53,41.33,16.3,3.35,32.2,47.06,224.4,369.35,164.59
227,2017,12,Uttar Pradesh,Rae - Bareily,392.05,4.81,13.5,41.61,16.33,3.25,35.18,44.01,224.17,371.48,165.71
228,2016,12,Uttar Pradesh,Sitapur,573.89,5.77,5.62,67.26,6.13,0.68,13.19,30.14,440.55,670.94,152.3
228,2017,12,Uttar Pradesh,Sitapur,573.89,5.77,5.62,67.49,6.95,0.71,12.29,29.41,440.69,672.18,152.53
229,2016,12,Uttar Pradesh,Hardoi,598.88,12.27,14.15,55.86,10.01,4.6,18.68,51.29,421.97,676.32,160.28
229,2017,12,Uttar Pradesh,Hardoi,598.88,12.27,14.15,56.08,10.62,4.6,20.28,48.9,421.69,675.88,160.28
230,2016,12,Uttar Pradesh,Kheri,772.79,165.49,3.51,90.69,2.76,0.89,2.03,18.58,485.58,709.04,146.02
230,2017,12,Uttar Pradesh,Kheri,772.79,165.49,3.49,90.81,5.34,0.93,8.19,15.2,478.13,707.55,147.98
231,2016,12,Uttar Pradesh,Faizabad,260.27,3.3,3.55,40.85,4.45,2.03,7.5,11.46,179.73,291.16,162.0
231,2017,12,Uttar Pradesh,Faizabad,260.27,3.3,3.55,41.02,4.61,1.79,8.58,11.28,179.72,291.33,162.1
232,2016,12,Uttar Pradesh,Gonda,401.04,12.35,3.38,57.33,5.02,1.23,13.64,19.21,281.51,442.68,157.25
232,2017,12,Uttar Pradesh,Gonda,401.04,12.35,3.38,57.48,5.68,1.25,11.68,19.84,281.49,442.66,157.25
233,2016,12,Uttar Pradesh,Bahraich,486.06,68.48,3.28,58.7,2.18,0.64,8.39,6.11,332.54,559.69,168.31
233,2017,12,Uttar Pradesh,Bahraich,486.06,68.48,3.28,58.8,2.14,0.64,6.14,7.31,333.39,561.19,168.33
234,2016,12,Uttar Pradesh,Sultanpur,265.88,0.64,7.85,41.35,6.9,1.09,12.12,15.54,178.37,292.24,163.84
234,2017,12,Uttar Pradesh,Sultanpur,265.88,0.64,7.92,41.53,7.89,1.18,11.8,14.49,178.52,292.2,163.68
235,2016,12,Uttar Pradesh,Pratapgarh,361.63,0.57,9.03,71.39,5.57,0.52,3.81,27.11,228.51,370.38,162.08
235,2017,12,Uttar Pradesh,Pratapgarh,361.63,0.57,9.01,71.52,4.7,0.52,3.89,32.05,228.97,372.35,162.62
236,2016,12,Uttar Pradesh,Barabanki,388.59,5.97,3.61,61.19,7.79,1.57,12.91,23.5,264.19,539.39,204.17
236,2017,12,Uttar Pradesh,Barabanki,388.59,5.97,3.61,61.33,8.07,1.54,12.4,23.6,264.48,539.87,204.12
237,2016,16,Uttarakhand,Nainital,408.01,298.24,0.96,10.48,25.77,0.31,3.21,1.99,45.78,70.77,154.59
