Dist Code,Year,State Code,State Name,Dist Name,NITROGEN KHARIF CONSUMPTION (tons),NITROGEN RABI CONSUMPTION (tons),PHOSPHATE KHARIF CONSUMPTION (tons),PHOSPHATE RABI CONSUMPTION (tons),POTASH KHARIF CONSUMPTION (tons),POTASH RABI CONSUMPTION (tons),TOTAL KHARIF CONSUMPTION (tons),TOTAL RABI CONSUMPTION (tons)
114,2016,7,Maharashtra,Akola,15357.0,3959.0,7139.0,1979.0,8354.0,27670.0,6178.0,15296.0
114,2017,7,Maharashtra,Akola,17156.0,5944.0,6092.0,2521.0,13395.0,36495.0,6200.0,14813.0
115,2016,7,Maharashtra,Amarawati,20976.0,6452.0,12366.0,4381.0,12346.0,39774.0,10431.0,27178.0
115,2017,7,Maharashtra,Amarawati,21632.0,8740.0,13409.0,4727.0,14682.0,45054.0,10934.0,29070.0
116,2016,7,Maharashtra,Yeotmal,36667.0,11020.0,22706.0,5678.0,13302.0,60989.0,13673.0,42057.0
116,2017,7,Maharashtra,Yeotmal,39257.0,14748.0,9458.0,3929.0,21729.0,75734.0,10472.0,23859.0
117,2016,7,Maharashtra,Wardha,27413.0,9794.0,12833.0,3994.0,15072.0,52279.0,9183.0,26010.0
117,2017,7,Maharashtra,Wardha,25500.0,13914.0,4904.0,2512.0,15637.0,55051.0,5436.0,12852.0
118,2016,7,Maharashtra,Nagpur,25516.0,5969.0,16951.0,2286.0,12977.0,44462.0,8352.0,27589.0
118,2017,7,Maharashtra,Nagpur,33374.0,8459.0,17293.0,2414.0,19715.0,61548.0,10607.0,30314.0
119,2016,7,Maharashtra,Bhandara,26696.0,2150.0,7115.0,481.0,9953.0,38799.0,4789.0,12385.0
119,2017,7,Maharashtra,Bhandara,16551.0,1018.0,6353.0,311.0,6492.0,24061.0,3925.0,10589.0
120,2016,7,Maharashtra,Chandrapur,29916.0,2901.0,8283.0,1214.0,11695.0,44512.0,6054.0,15551.0
120,2017,7,Maharashtra,Chandrapur,33798.0,4597.0,6139.0,867.0,16284.0,54679.0,4914.0,11920.0
121,2016,3,Gujarat,Ahmedabad,26839.0,316.0,39572.0,502.0,7711.0,34866.0,7828.0,47902.0
121,2017,3,Gujarat,Ahmedabad,30668.0,530.0,39530.0,372.0,7442.0,38640.0,8913.0,48815.0
122,2016,3,Gujarat,Amreli,30086.0,1815.0,12890.0,467.0,14346.0,46247.0,4961.0,18318.0
122,2017,3,Gujarat,Amreli,36416.0,2147.0,10963.0,664.0,17977.0,56540.0,6299.0,17926.0
123,2016,3,Gujarat,Banaskantha,45248.0,4264.0,67503.0,9496.0,13126.0,62638.0,22318.0,99317.0
123,2017,3,Gujarat,Banaskantha,44276.0,3012.0,75850.0,9787.0,11403.0,58691.0,24643.0,110280.0
124,2016,3,Gujarat,Bharuch,14319.0,2458.0,11830.0,2738.0,3078.0,19855.0,3099.0,17667.0
124,2017,3,Gujarat,Bharuch,18131.0,3635.0,13048.0,3891.0,3950.0,25716.0,4210.0,21149.0
125,2016,3,Gujarat,Vadodara,33167.0,3686.0,35136.0,3549.0,6425.0,43278.0,4880.0,43565.0
125,2017,3,Gujarat,Vadodara,22062.0,1928.0,25108.0,2734.0,3813.0,27803.0,4186.0,32028.0
126,2016,3,Gujarat,Bhavnagar,35285.0,2876.0,17039.0,1369.0,17419.0,55580.0,6422.0,24830.0
126,2017,3,Gujarat,Bhavnagar,32715.0,2612.0,14677.0,1919.0,14735.0,50062.0,6461.0,23057.0
127,2016,3,Gujarat,Valsad,7682.0,2140.0,3734.0,1858.0,2920.0,12742.0,961.0,6553.0
127,2017,3,Gujarat,Valsad,7639.0,1366.0,3195.0,1421.0,2716.0,11721.0,1186.0,5802.0
128,2016,3,Gujarat,Dangs,421.0,47.0,253.0,146.0,89.0,557.0,211.0,610.0
128,2017,3,Gujarat,Dangs,427.0,43.0,76.0,13.0,83.0,553.0,24.0,113.0
129,2016,3,Gujarat,Jamnagar,19991.0,2261.0,15487.0,1151.0,14079.0,36331.0,7845.0,24483.0
129,2017,3,Gujarat,Jamnagar,20455.0,2026.0,13154.0,1430.0,12557.0,35038.0,7717.0,22301.0
130,2016,3,Gujarat,Junagadh,18198.0,2993.0,30010.0,2184.0,11644.0,32835.0,12895.0,45089.0
130,2017,3,Gujarat,Junagadh,17049.0,2360.0,19647.0,1586.0,10417.0,29826.0,10134.0,31367.0
131,2016,3,Gujarat,Kheda,31828.0,1266.0,38883.0,1703.0,3660.0,36754.0,3826.0,44412.0
131,2017,3,Gujarat,Kheda,27514.0,691.0,33102.0,1023.0,3607.0,31812.0,4271.0,38396.0
132,2016,3,Gujarat,Kutch,19498.0,792.0,24791.0,590.0,5944.0,26234.0,6903.0,32284.0
132,2017,3,Gujarat,Kutch,23126.0,1236.0,27864.0,1345.0,7763.0,32125.0,8270.0,37479.0
133,2016,3,Gujarat,Mehsana,14591.0,737.0,32316.0,1849.0,3062.0,18390.0,6426.0,40591.0
133,2017,3,Gujarat,Mehsana,15246.0,928.0,33110.0,1488.0,3434.0,19608.0,6895.0,41493.0
134,2016,3,Gujarat,Panchmahal,22718.0,703.0,22407.0,521.0,2714.0,26135.0,2503.0,25431.0
134,2017,3,Gujarat,Panchmahal,15875.0,532.0,13570.0,473.0,2016.0,18423.0,1913.0,15956.0
135,2016,3,Gujarat,Rajkot,45490.0,7075.0,32792.0,3729.0,24932.0,77497.0,12830.0,49351.0
135,2017,3,Gujarat,Rajkot,44293.0,5991.0,32145.0,4244.0,24152.0,74436.0,16937.0,53326.0
136,2016,3,Gujarat,Sabarkantha,30223.0,7211.0,45373.0,7613.0,9526.0,46960.0,11725.0,64711.0
136,2017,3,Gujarat,Sabarkantha,21260.0,3360.0,29270.0,4000.0,6977.0,31597.0,8167.0,41437.0
137,2016,3,Gujarat,Surat,29304.0,8459.0,24807.0,10159.0,9416.0,47179.0,12270.0,47236.0
137,2017,3,Gujarat,Surat,35570.0,11449.0,27433.0,12637.0,11017.0,58036.0,14838.0,54908.0
138,2016,3,Gujarat,Surendranagar,38375.0,1830.0,34561.0,768.0,14850.0,55055.0,11515.0,46844.0
138,2017,3,Gujarat,Surendranagar,40089.0,1100.0,32130.0,636.0,14902.0,56091.0,12057.0,44823.0
139,2016,10,Rajasthan,Ajmer,7501.0,49.0,8981.0,45.0,4049.0,11599.0,4149.0,13175.0
139,2017,10,Rajasthan,Ajmer,4653.0,25.0,5919.0,37.0,3288.0,7966.0,3002.0,8958.0
140,2016,10,Rajasthan,Alwar,18820.0,494.0,31347.0,101.0,9374.0,28688.0,2997.0,34445.0
140,2017,10,Rajasthan,Alwar,13308.0,665.0,24272.0,672.0,1377.0,15350.0,4336.0,29280.0
141,2016,10,Rajasthan,Banswara,12307.0,118.0,21367.0,151.0,2659.0,15084.0,3471.0,24989.0
141,2017,10,Rajasthan,Banswara,12054.0,75.0,14776.0,108.0,1308.0,13437.0,2391.0,17275.0
142,2016,10,Rajasthan,Barmer,6883.0,206.0,5866.0,114.0,1477.0,8566.0,1177.0,7157.0
142,2017,10,Rajasthan,Barmer,4152.0,206.0,8760.0,74.0,1283.0,5641.0,1083.0,9917.0
143,2016,10,Rajasthan,Bharatpur,21328.0,136.0,25865.0,36.0,6067.0,27531.0,5424.0,31325.0
143,2017,10,Rajasthan,Bharatpur,20113.0,244.0,21984.0,165.0,8484.0,28841.0,5869.0,28018.0
144,2016,10,Rajasthan,Bhilwara,13827.0,228.0,21632.0,105.0,6634.0,20689.0,6396.0,28133.0
144,2017,10,Rajasthan,Bhilwara,9536.0,40.0,12771.0,199.0,2717.0,12293.0,2509.0,15479.0
145,2016,10,Rajasthan,Bikaner,9676.0,72.0,18991.0,24.0,5954.0,15702.0,4409.0,23424.0
145,2017,10,Rajasthan,Bikaner,5200.0,163.0,17288.0,70.0,5293.0,10656.0,5352.0,22710.0
146,2016,10,Rajasthan,Bundi,18766.0,240.0,22674.0,167.0,7206.0,26212.0,6335.0,29176.0
146,2017,10,Rajasthan,Bundi,15761.0,183.0,24402.0,199.0,5462.0,21406.0,6853.0,31454.0
147,2016,10,Rajasthan,Chittorgarh,14706.0,502.0,30124.0,369.0,9006.0,24214.0,10330.0,40823.0
147,2017,10,Rajasthan,Chittorgarh,15381.0,414.0,23624.0,749.0,5500.0,21295.0,9398.0,33771.0
148,2016,10,Rajasthan,Churu,4082.0,0.0,5557.0,0.0,1357.0,5439.0,1349.0,6906.0
148,2017,10,Rajasthan,Churu,2943.0,35.0,5123.0,4.0,867.0,3845.0,943.0,6070.0
149,2016,10,Rajasthan,Dungarpur,2181.0,135.0,4307.0,40.0,944.0,3260.0,2238.0,6585.0
149,2017,10,Rajasthan,Dungarpur,2547.0,25.0,3595.0,48.0,153.0,2725.0,706.0,4349.0
150,2016,10,Rajasthan,Ganganagar,16804.0,496.0,44200.0,354.0,12210.0,29510.0,10268.0,54822.0
150,2017,10,Rajasthan,Ganganagar,26564.0,2454.0,48592.0,1366.0,18031.0,47049.0,16287.0,66245.0
151,2016,10,Rajasthan,Jaipur,20502.0,979.0,25788.0,203.0,8710.0,30191.0,7731.0,33722.0
151,2017,10,Rajasthan,Jaipur,16480.0,1291.0,20487.0,1146.0,6978.0,24749.0,9353.0,30986.0
152,2016,10,Rajasthan,Jaisalmer,3673.0,5.0,5701.0,45.0,2015.0,5693.0,1907.0,7653.0
152,2017,10,Rajasthan,Jaisalmer,3040.0,65.0,4798.0,17.0,1645.0,4750.0,1545.0,6360.0
153,2016,10,Rajasthan,Jalore,10704.0,544.0,23162.0,653.0,2821.0,14069.0,2902.0,26717.0
153,2017,10,Rajasthan,Jalore,9469.0,901.0,20213.0,600.0,3320.0,13690.0,2856.0,23669.0
154,2016,10,Rajasthan,Jhalawar,16512.0,281.0,21429.0,326.0,6448.0,23241.0,7839.0,29594.0
154,2017,10,Rajasthan,Jhalawar,13099.0,182.0,17376.0,164.0,6235.0,19516.0,7849.0,25389.0
155,2016,10,Rajasthan,Jhunjhunu,7785.0,17.0,6390.0,11.0,1120.0,8922.0,1245.0,7646.0
155,2017,10,Rajasthan,Jhunjhunu,5689.0,42.0,7079.0,30.0,1580.0,7311.0,1929.0,9038.0
156,2016,10,Rajasthan,Jodhpur,15524.0,616.0,19624.0,548.0,10932.0,27072.0,5642.0,25814.0
156,2017,10,Rajasthan,Jodhpur,18396.0,1058.0,17276.0,726.0,10584.0,30038.0,6475.0,24477.0
157,2016,10,Rajasthan,Kota,16558.0,408.0,28795.0,529.0,11659.0,28625.0,10637.0,39961.0
157,2017,10,Rajasthan,Kota,15965.0,949.0,28034.0,599.0,9422.0,26336.0,10467.0,39100.0
158,2016,10,Rajasthan,Nagaur,14448.0,371.0,12230.0,502.0,8840.0,23659.0,5751.0,18483.0
158,2017,10,Rajasthan,Nagaur,12457.0,941.0,12012.0,453.0,7828.0,21226.0,5704.0,18169.0
159,2016,10,Rajasthan,Pali,8078.0,245.0,10906.0,17.0,6711.0,15034.0,2746.0,13669.0
159,2017,10,Rajasthan,Pali,6189.0,348.0,7559.0,255.0,7691.0,14228.0,3428.0,11242.0
160,2016,10,Rajasthan,Swami Madhopur,12130.0,109.0,19691.0,0.0,5753.0,17992.0,5015.0,24706.0
160,2017,10,Rajasthan,Swami Madhopur,8913.0,118.0,11065.0,97.0,1800.0,10831.0,3045.0,14207.0
161,2016,10,Rajasthan,Sikar,8174.0,143.0,8346.0,38.0,2155.0,10472.0,2801.0,11185.0
161,2017,10,Rajasthan,Sikar,8072.0,148.0,7522.0,138.0,2561.0,10781.0,2682.0,10342.0
162,2016,10,Rajasthan,Sirohi,5247.0,184.0,10699.0,428.0,1658.0,7089.0,2209.0,13336.0
162,2017,10,Rajasthan,Sirohi,4241.0,227.0,10290.0,179.0,2541.0,7009.0,1762.0,12231.0
163,2016,10,Rajasthan,Tonk,10936.0,118.0,20188.0,64.0,7735.0,18789.0,5377.0,25629.0
163,2017,10,Rajasthan,Tonk,8442.0,73.0,14111.0,136.0,5864.0,14379.0,4081.0,18328.0
164,2016,10,Rajasthan,Udaipur,8926.0,529.0,20269.0,1057.0,2898.0,12353.0,5511.0,26837.0
164,2017,10,Rajasthan,Udaipur,9422.0,880.0,12123.0,1349.0,3603.0,13905.0,3145.0,16617.0
165,2016,9,Punjab,Gurdaspur,45754.0,1695.0,45722.0,2420.3503341276896,10106.0,57554.0,10283.0,56005.0
165,2017,9,Punjab,Gurdaspur,45478.0,1612.0,42147.0,681.0,9358.0,56448.0,7488.0,50316.0
166,2016,9,Punjab,Amritsar,39524.0,2715.0,39721.0,2420.3503341276896,12470.0,54708.0,16385.0,56106.0
166,2017,9,Punjab,Amritsar,39248.0,2632.0,36145.0,681.0,11722.0,53602.0,13589.0,50415.0
167,2016,9,Punjab,Kapurthala,22254.0,1695.0,24965.0,2420.3503341276896,4126.0,28074.0,6042.0,31007.0
167,2017,9,Punjab,Kapurthala,21978.0,1612.0,21390.0,669.0,3378.0,26968.0,3247.0,25306.0
168,2016,9,Punjab,Jalandhar,35074.0,2595.0,38581.0,2420.3503341276896,11106.0,48774.0,17365.0,55946.0
168,2017,9,Punjab,Jalandhar,34798.0,2512.0,35006.0,673.0,10358.0,47668.0,14570.0,50249.0
169,2016,9,Punjab,Hoshiarpur,22738.0,1947.0,27287.0,2420.3503341276896,7700.0,32385.0,14493.0,41779.0
169,2017,9,Punjab,Hoshiarpur,22462.0,1864.0,23712.0,681.0,6953.0,31279.0,11698.0,36091.0
170,2016,9,Punjab,Roopnagar,10000.0,1347.0,14807.0,2420.3503341276896,2194.0,13541.0,8557.0,23363.0
170,2017,9,Punjab,Roopnagar,9724.0,1264.0,11232.0,698.0,1447.0,12435.0,5761.0,17691.0
171,2016,9,Punjab,Ludhiana,80874.0,1395.0,80708.0,2420.3503341276896,12866.0,95134.0,15283.0,95991.0
171,2017,9,Punjab,Ludhiana,85198.0,1312.0,77133.0,670.0,12118.0,98628.0,12487.0,90290.0
172,2016,9,Punjab,Ferozpur,45694.0,1689.0,45757.0,2420.3503341276896,16926.0,64308.0,17761.0,63518.0
172,2017,9,Punjab,Ferozpur,45418.0,1606.0,42182.0,681.0,16178.0,63202.0,14965.0,57828.0
173,2016,9,Punjab,Faridkot,20214.0,1413.0,22957.0,2420.3503341276896,5886.0,27512.0,8364.0,31321.0
173,2017,9,Punjab,Faridkot,19938.0,1330.0,19382.0,681.0,5138.0,26406.0,5568.0,25631.0
174,2016,9,Punjab,Bhatinda,42814.0,2895.0,44099.0,2420.3503341276896,9646.0,55354.0,11916.0,56015.0
174,2017,9,Punjab,Bhatinda,42538.0,2812.0,40524.0,681.0,8898.0,54248.0,9121.0,50326.0
175,2016,9,Punjab,Sangrur,48134.0,1395.0,53217.0,2420.3503341276896,11646.0,61174.0,16268.0,69485.0
175,2017,9,Punjab,Sangrur,47858.0,1312.0,49641.0,698.0,10898.0,60068.0,13472.0,63811.0
176,2016,9,Punjab,Patiala,69185.0,2582.0,62194.0,2420.3503341276896,12316.0,84082.0,3716.0,65910.0
176,2017,9,Punjab,Patiala,68909.0,2499.0,58619.0,922.0,11569.0,82977.0,920.0,60461.0
177,2016,4,Haryana,Hissar,26459.0,1085.0,46416.0,1341.0,10574.0,38118.0,13183.0,60940.0
177,2017,4,Haryana,Hissar,28976.0,1821.0,46458.0,1097.0,13057.0,43854.0,11400.0,58955.0
178,2016,4,Haryana,Sirsa,42313.0,2470.0,60861.0,2763.0,17375.0,62158.0,18461.0,82085.0
178,2017,4,Haryana,Sirsa,47046.0,4247.0,59338.0,1273.0,19613.0,70906.0,15831.0,76442.0
179,2016,4,Haryana,Bhiwani,18772.0,730.0,31752.0,748.0,9279.0,28781.0,10504.0,43004.0
179,2017,4,Haryana,Bhiwani,21135.0,2267.0,34646.0,1461.0,11060.0,34462.0,12010.0,48117.0
180,2016,4,Haryana,Gurgaon,3196.0,224.0,5483.0,232.0,1722.0,5142.0,2192.0,7907.0
180,2017,4,Haryana,Gurgaon,4024.0,344.0,6358.0,367.0,2247.0,6615.0,2471.0,9196.0
181,2016,4,Haryana,Jind,32767.0,2248.0,41975.0,2784.0,9804.0,44819.0,9730.0,54489.0
181,2017,4,Haryana,Jind,35026.0,2713.0,51753.0,1979.0,10009.0,47748.0,9936.0,63668.0
182,2016,4,Haryana,Mahendragarh,13496.0,484.0,18433.0,411.0,8317.0,22297.0,4536.0,23380.0
182,2017,4,Haryana,Mahendragarh,12337.0,681.0,16030.0,511.0,7491.0,20509.0,4996.0,21537.0
183,2016,4,Haryana,Ambala,16622.0,959.0,18262.0,1512.0,4529.0,22110.0,4944.0,24718.0
183,2017,4,Haryana,Ambala,19930.0,1145.0,18976.0,800.0,3742.0,24817.0,6340.0,26116.0
184,2016,4,Haryana,Karnal,46368.0,1428.0,45916.0,1293.0,9582.0,57378.0,10331.0,57540.0
184,2017,4,Haryana,Karnal,51210.0,2785.0,47233.0,709.0,9215.0,63210.0,10233.0,58175.0
185,2016,4,Haryana,Kurukshetra,29065.0,1924.0,32995.0,1193.0,8792.0,39781.0,7759.0,41947.0
185,2017,4,Haryana,Kurukshetra,34398.0,2586.0,33220.0,1300.0,7192.0,44176.0,9720.0,44240.0
186,2016,4,Haryana,Rohtak,13920.0,784.0,17203.0,235.0,5283.0,19987.0,4380.0,21818.0
186,2017,4,Haryana,Rohtak,12994.0,580.0,19597.0,255.0,3649.0,17223.0,4489.0,24341.0
187,2016,4,Haryana,Sonepat,29396.0,1163.0,31885.0,745.0,9072.0,39631.0,7737.0,40367.0
187,2017,4,Haryana,Sonepat,28702.0,1388.0,32129.0,561.0,7257.0,37347.0,6282.0,38972.0
188,2016,4,Haryana,Faridabad,2068.0,23.0,2972.0,28.0,683.0,2774.0,983.0,3983.0
188,2017,4,Haryana,Faridabad,2171.0,50.0,4338.0,74.0,678.0,2899.0,1187.0,5599.0
189,2016,12,Uttar Pradesh,Saharanpur,20242.0,1883.0,31748.0,2356.0,6864.0,28989.0,13692.0,47796.0
189,2017,12,Uttar Pradesh,Saharanpur,27187.0,1450.0,19642.0,1071.0,6162.0,34799.0,8795.0,29508.0
190,2016,12,Uttar Pradesh,Muzaffarnagar,18935.0,1761.0,34531.0,2562.0,6421.0,27117.0,14893.0,51986.0
190,2017,12,Uttar Pradesh,Muzaffarnagar,21552.0,1366.0,15169.0,1779.0,5017.0,27935.0,9694.0,26642.0
191,2016,12,Uttar Pradesh,Meerut,15076.0,1402.0,25834.0,1917.0,5112.0,21590.0,11142.0,38893.0
191,2017,12,Uttar Pradesh,Meerut,25323.0,1282.0,21946.0,1965.0,5631.0,32236.0,11871.0,35782.0
192,2016,12,Uttar Pradesh,Buland Shahar,20965.0,1950.0,30516.0,2264.0,7109.0,30024.0,13161.0,45941.0
192,2017,12,Uttar Pradesh,Buland Shahar,28810.0,2622.0,32548.0,2738.0,6846.0,38278.0,18199.0,53485.0
193,2016,12,Uttar Pradesh,Ghaziabad,3215.0,299.0,7110.0,528.0,1090.0,4604.0,3067.0,10705.0
193,2017,12,Uttar Pradesh,Ghaziabad,8502.0,354.0,7345.0,348.0,1824.0,10680.0,3142.0,10835.0
194,2016,12,Uttar Pradesh,Aligarh,28357.0,2641.0,30980.0,2299.0,9626.0,40624.0,13361.0,46640.0
194,2017,12,Uttar Pradesh,Aligarh,68332.0,4922.0,28758.0,2500.0,15348.0,88602.0,16396.0,47654.0
195,2016,12,Uttar Pradesh,Mathura,16473.0,1532.0,28464.0,2112.0,5586.0,23591.0,12276.0,42852.0
195,2017,12,Uttar Pradesh,Mathura,52107.0,2359.0,27068.0,1948.0,11163.0,65629.0,16698.0,45714.0
196,2016,12,Uttar Pradesh,Agra,18584.0,1729.0,27996.0,2077.0,6301.0,26614.0,12074.0,42147.0
196,2017,12,Uttar Pradesh,Agra,73601.0,8697.0,41664.0,12580.0,17273.0,99571.0,24580.0,78824.0
197,2016,12,Uttar Pradesh,Mainpuri,14281.0,1328.0,20370.0,1512.0,4842.0,20451.0,8785.0,30667.0
197,2017,12,Uttar Pradesh,Mainpuri,15510.0,1040.0,28035.0,1318.0,3644.0,20194.0,12916.0,42269.0
198,2016,12,Uttar Pradesh,Etah,14590.0,1357.0,19092.0,1417.0,4947.0,20894.0,8234.0,28743.0
198,2017,12,Uttar Pradesh,Etah,23169.0,2551.0,26227.0,1770.0,5586.0,31306.0,13790.0,41787.0
199,2016,12,Uttar Pradesh,Bareilly,26788.0,2492.0,36071.0,2677.0,9083.0,38363.0,15557.0,54305.0
199,2017,12,Uttar Pradesh,Bareilly,24230.0,2066.0,37017.0,1509.0,5929.0,32225.0,12536.0,51062.0
200,2016,12,Uttar Pradesh,Budaun,30040.0,2794.0,38761.0,2876.0,10186.0,43020.0,16717.0,58354.0
200,2017,12,Uttar Pradesh,Budaun,21633.0,1777.0,37613.0,2147.0,5417.0,28827.0,13733.0,53493.0
201,2016,12,Uttar Pradesh,Moradabad,15242.0,1418.0,21234.0,1576.0,5168.0,21828.0,9158.0,31968.0
201,2017,12,Uttar Pradesh,Moradabad,5830.0,534.0,21750.0,1245.0,1643.0,8007.0,4428.0,27423.0
202,2016,12,Uttar Pradesh,Shahjahanpur,30736.0,2859.0,39385.0,2922.0,10422.0,44017.0,16986.0,59293.0
202,2017,12,Uttar Pradesh,Shahjahanpur,57838.0,5073.0,51297.0,2684.0,13420.0,76331.0,20901.0,74882.0
203,2016,12,Uttar Pradesh,Pilibhit,20740.0,1929.0,26748.0,1985.0,7032.0,29701.0,11536.0,40269.0
203,2017,12,Uttar Pradesh,Pilibhit,14390.0,2124.0,29562.0,1793.0,3904.0,20418.0,8829.0,40184.0
204,2016,12,Uttar Pradesh,Rampur,16778.0,1561.0,23122.0,1716.0,5689.0,24028.0,9972.0,34810.0
204,2017,12,Uttar Pradesh,Rampur,7268.0,293.0,19625.0,758.0,1885.0,9446.0,3464.0,23847.0
205,2016,12,Uttar Pradesh,Bijnor,26564.0,2471.0,39564.0,2936.0,9007.0,38042.0,17063.0,59563.0
205,2017,12,Uttar Pradesh,Bijnor,19853.0,1693.0,22544.0,1734.0,4966.0,26512.0,9414.0,33692.0
206,2016,12,Uttar Pradesh,Farrukhabad,8018.0,746.0,14073.0,1044.0,2719.0,11483.0,6070.0,21187.0
206,2017,12,Uttar Pradesh,Farrukhabad,13263.0,3777.0,38737.0,2589.0,3887.0,20927.0,10443.0,51769.0
207,2016,12,Uttar Pradesh,Etawah,9699.0,902.0,13689.0,1016.0,3289.0,13890.0,5904.0,20609.0
207,2017,12,Uttar Pradesh,Etawah,16266.0,785.0,19468.0,914.0,3606.0,20657.0,12377.0,32759.0
209,2016,12,Uttar Pradesh,Fatehpur,20699.0,1925.0,27253.0,2022.0,7019.0,29643.0,11754.0,41029.0
209,2017,12,Uttar Pradesh,Fatehpur,20004.0,1137.0,29647.0,1726.0,4691.0,25832.0,15969.0,47342.0
210,2016,12,Uttar Pradesh,Allahabad,20200.0,1879.0,28001.0,2078.0,6849.0,28928.0,12077.0,42156.0
210,2017,12,Uttar Pradesh,Allahabad,30190.0,4748.0,53487.0,6319.0,7734.0,42672.0,23862.0,83668.0
211,2016,12,Uttar Pradesh,Jhansi,19733.0,1836.0,34864.0,2587.0,6691.0,28260.0,15036.0,52487.0
211,2017,12,Uttar Pradesh,Jhansi,16135.0,267.0,21403.0,1055.0,3659.0,20061.0,18673.0,41131.0
212,2016,12,Uttar Pradesh,Lalitpur,21790.0,2027.0,31084.0,2306.0,7389.0,31206.0,13406.0,46796.0
212,2017,12,Uttar Pradesh,Lalitpur,7379.0,214.0,22066.0,998.0,1999.0,9592.0,24067.0,47131.0
213,2016,12,Uttar Pradesh,Jalaun,7001.0,651.0,33718.0,2502.0,2374.0,10026.0,14542.0,50762.0
213,2017,12,Uttar Pradesh,Jalaun,8144.0,69.0,25946.0,1041.0,1758.0,9971.0,16230.0,43217.0
214,2016,12,Uttar Pradesh,Hamirpur,12472.0,1160.0,26388.0,1958.0,4229.0,17861.0,11381.0,39727.0
214,2017,12,Uttar Pradesh,Hamirpur,5022.0,123.0,19916.0,771.0,1299.0,6444.0,13025.0,33712.0
215,2016,12,Uttar Pradesh,Banda,13734.0,1278.0,30637.0,2273.0,4657.0,19669.0,13213.0,46123.0
215,2017,12,Uttar Pradesh,Banda,7638.0,452.0,12920.0,1152.0,1933.0,10023.0,10548.0,24620.0
216,2016,12,Uttar Pradesh,Varanasi,8506.0,791.0,9116.0,676.0,2884.0,12181.0,3932.0,13724.0
216,2017,12,Uttar Pradesh,Varanasi,31204.0,2231.0,22736.0,1314.0,6899.0,40334.0,10975.0,35025.0
217,2016,12,Uttar Pradesh,Mirzpur,12605.0,1172.0,14487.0,1075.0,4274.0,18051.0,6248.0,21810.0
217,2017,12,Uttar Pradesh,Mirzpur,30826.0,441.0,13787.0,640.0,6384.0,37651.0,9300.0,23727.0
218,2016,12,Uttar Pradesh,Jaunpur,24045.0,2237.0,26156.0,1941.0,8153.0,34435.0,11281.0,39378.0
218,2017,12,Uttar Pradesh,Jaunpur,18795.0,764.0,29382.0,1559.0,4423.0,23982.0,13357.0,44298.0
219,2016,12,Uttar Pradesh,Ghazipur,18088.0,1683.0,23408.0,1737.0,6133.0,25904.0,10096.0,35241.0
219,2017,12,Uttar Pradesh,Ghazipur,25360.0,1252.0,22231.0,1212.0,5699.0,32311.0,12507.0,35950.0
220,2016,12,Uttar Pradesh,Ballia,15426.0,1435.0,20423.0,1515.0,5231.0,22092.0,8808.0,30746.0
220,2017,12,Uttar Pradesh,Ballia,12112.0,1030.0,23189.0,1425.0,3011.0,16153.0,12272.0,36886.0
221,2016,12,Uttar Pradesh,Gorakhpur,16209.0,1508.0,22027.0,1634.0,5496.0,23213.0,9500.0,33161.0
221,2017,12,Uttar Pradesh,Gorakhpur,15652.0,2611.0,28738.0,1717.0,4189.0,22452.0,8527.0,38982.0
222,2016,12,Uttar Pradesh,Deoria,15350.0,1428.0,17778.0,1319.0,5205.0,21983.0,7667.0,26764.0
222,2017,12,Uttar Pradesh,Deoria,7797.0,707.0,22080.0,1914.0,2078.0,10582.0,9445.0,33439.0
223,2016,12,Uttar Pradesh,Basti,15103.0,1405.0,20886.0,1550.0,5121.0,21629.0,9008.0,31444.0
223,2017,12,Uttar Pradesh,Basti,9516.0,958.0,27344.0,1100.0,2480.0,12954.0,9713.0,38157.0
224,2016,12,Uttar Pradesh,Azamgarh,24522.0,2281.0,29764.0,2209.0,8315.0,35118.0,12837.0,44810.0
224,2017,12,Uttar Pradesh,Azamgarh,15927.0,640.0,25814.0,1185.0,3843.0,20410.0,11681.0,38680.0
225,2016,12,Uttar Pradesh,Lucknow,6654.0,619.0,11130.0,826.0,2256.0,9529.0,4800.0,16756.0
225,2017,12,Uttar Pradesh,Lucknow,8833.0,200.0,12241.0,421.0,1923.0,10956.0,7792.0,20454.0
226,2016,12,Uttar Pradesh,Unnao,20334.0,1891.0,28998.0,2152.0,6895.0,29120.0,12507.0,43657.0
226,2017,12,Uttar Pradesh,Unnao,16412.0,649.0,24728.0,945.0,3841.0,20902.0,12431.0,38104.0
227,2016,12,Uttar Pradesh,Rae - Bareily,12633.0,1175.0,16980.0,1260.0,4284.0,18092.0,7323.0,25563.0
227,2017,12,Uttar Pradesh,Rae - Bareily,29699.0,986.0,33898.0,1920.0,6330.0,37015.0,18042.0,53860.0
228,2016,12,Uttar Pradesh,Sitapur,35087.0,3264.0,45366.0,3366.0,11897.0,50248.0,19566.0,68298.0
228,2017,12,Uttar Pradesh,Sitapur,50723.0,5551.0,37483.0,1904.0,12291.0,68565.0,19991.0,59378.0
229,2016,12,Uttar Pradesh,Hardoi,32209.0,2996.0,43469.0,3225.0,10921.0,46126.0,18747.0,65441.0
229,2017,12,Uttar Pradesh,Hardoi,48015.0,878.0,46898.0,1928.0,10294.0,59187.0,24742.0,73568.0
