Dist Code,Year,State Code,State Name,Dist Name,RICE IRRIGATED AREA (1000 ha),WHEAT IRRIGATED AREA (1000 ha),KHARIF SORGHUM IRRIGATED AREA (1000 ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM IRRIGATED AREA (1000 ha),PEARL MILLET IRRIGATED AREA (1000 ha),MAIZE IRRIGATED AREA (1000 ha),FINGER MILLET IRRIGATED AREA (1000 ha),BARLEY IRRIGATED AREA (1000 ha),CHICKPEA IRRIGATED AREA (1000 ha),PIGEONPEA IRRIGATED AREA (1000 ha),MINOR PULSES IRRIGATED AREA (1000 ha),PULSES IRRIGATED AREA (1000 ha),GROUNDNUT IRRIGATED AREA (1000 ha),SESAMUM IRRIGATED AREA (1000 ha),LINSEED IRRIGATED AREA (1000 ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON IRRIGATED AREA (1000 ha),FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha),FODDER IRRIGATED AREA (1000 ha)
118,2017,7,Maharashtra,Nagpur,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
119,2016,7,Maharashtra,Bhandara,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
119,2017,7,Maharashtra,Bhandara,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
120,2016,7,Maharashtra,Chandrapur,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
120,2017,7,Maharashtra,Chandrapur,47.01976313276025,56.65204497035457,0.1080683886329922,0.3799574237125202,0.5046674108329201,1.9073150785567023,4.132510983763142,0.3079757120833313,0.8094260103953461,6.529436567757514,0.5356575902319936,3.2896311705700487,10.19107673706325,5.3981987760765175,0.2209658499351308,0.045850834082436766,7.5041996686820935,7.726752834214871,8.112705826170007,3.0313528880499003
121,2016,3,Gujarat,Ahmedabad,147.8,111.8,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.1,0.5,2.5,3.1,0.0,0.7,0.0,0.0,20.0,5.5,0.0
121,2017,3,Gujarat,Ahmedabad,151.8,102.7,0.0,0.0,0.0,0.7,1.2,0.0,0.0,9.4,0.0,0.6,10.0,0.1,0.0,0.0,0.1,25.9,7.1,0.0
122,2016,3,Gujarat,Amreli,0.0,12.4,0.0,0.1,0.1,0.9,0.3,0.0,0.0,2.7,2.0,1.0,5.7,93.0,2.4,0.0,0.1,77.8,15.9,0.0
122,2017,3,Gujarat,Amreli,0.0,8.6,0.0,0.1,0.1,1.4,0.0,0.0,0.0,6.9,1.3,0.4,8.6,47.6,1.1,0.0,0.0,148.0,19.0,0.0
123,2016,3,Gujarat,Banaskantha,0.0,75.9,0.0,0.0,0.0,153.4,0.1,0.0,2.3,0.1,0.0,1.9,2.0,67.9,0.0,0.0,0.0,33.3,120.7,0.0
123,2017,3,Gujarat,Banaskantha,0.0,74.5,0.0,0.0,0.0,145.0,4.3,0.0,0.0,0.3,0.0,3.5,3.8,110.8,0.0,0.0,0.0,18.7,118.1,0.0
124,2016,3,Gujarat,Bharuch,7.2,18.1,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.5,8.0,1.0,9.5,0.4,0.0,0.0,45.0,24.0,21.1,0.0
124,2017,3,Gujarat,Bharuch,6.9,16.3,0.1,0.6,0.6,0.3,0.0,0.0,0.0,0.2,10.0,2.5,12.7,0.1,0.0,0.0,47.6,43.0,25.2,0.0
125,2016,3,Gujarat,Vadodara,23.0,21.9,0.0,1.0,1.0,12.4,6.1,0.0,0.0,0.1,38.6,0.6,39.3,0.1,0.3,0.0,17.3,64.0,27.6,0.0
125,2017,3,Gujarat,Vadodara,25.3,20.1,0.0,0.2,0.2,7.6,7.3,0.0,0.0,0.4,41.9,1.1,43.4,0.0,0.0,0.0,15.1,84.1,16.0,0.0
126,2016,3,Gujarat,Bhavnagar,0.0,10.7,0.0,0.1,0.1,3.0,0.0,0.0,0.0,0.5,0.1,0.6,1.3,16.4,1.0,0.0,2.1,100.8,50.3,0.0
126,2017,3,Gujarat,Bhavnagar,0.0,14.5,0.0,0.0,0.0,1.6,0.0,0.0,0.0,3.1,0.0,1.0,4.1,11.9,0.9,0.0,0.8,126.9,44.8,0.0
127,2016,3,Gujarat,Valsad,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,9.0,0.0,33.2,0.0
127,2017,3,Gujarat,Valsad,46.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,2.0,4.5,5.9,12.3,0.1,0.0,0.0,6.1,0.0,50.3,0.0
128,2016,3,Gujarat,Dangs,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.5,1.3,17.8,1.0,0.0,0.0,0.2,0.0,2.3,0.0
128,2017,3,Gujarat,Dangs,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.9,16.9,1.1,0.0,0.0,0.2,0.0,1.4,0.0
129,2016,3,Gujarat,Jamnagar,0.0,3.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.7,1.1,2.5,7.2,68.8,1.3,0.0,0.0,167.1,4.1,0.0
129,2017,3,Gujarat,Jamnagar,0.0,7.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,9.9,0.7,1.1,11.7,39.1,2.3,0.0,0.0,162.4,5.9,0.0
130,2016,3,Gujarat,Junagadh,0.0,50.7,0.0,2.7,2.7,2.7,0.0,0.0,0.0,13.2,1.8,12.7,27.7,49.8,5.0,0.0,0.0,51.6,19.4,0.0
130,2017,3,Gujarat,Junagadh,0.0,43.0,0.0,3.0,3.0,2.3,0.0,0.0,0.0,34.9,1.0,7.4,43.4,84.4,5.8,0.0,0.2,51.6,22.6,0.0
131,2016,3,Gujarat,Kheda,110.1,72.5,0.0,0.0,0.0,22.6,0.5,0.0,0.0,0.4,0.2,1.9,2.6,0.8,0.5,0.0,0.0,15.9,33.7,0.0
131,2017,3,Gujarat,Kheda,116.0,80.1,0.0,0.0,0.0,26.8,0.1,0.0,0.0,0.6,0.1,1.3,2.0,0.9,0.1,0.0,0.0,8.5,41.4,0.0
132,2016,3,Gujarat,Kutch,0.0,21.7,1.8,0.0,1.8,4.5,1.6,0.0,0.0,0.0,0.0,1.5,1.6,27.8,4.6,0.0,0.0,40.1,33.0,0.0
132,2017,3,Gujarat,Kutch,0.0,21.3,1.0,0.0,1.0,4.6,0.1,0.0,0.0,0.1,0.0,7.4,7.5,32.3,6.3,0.0,0.0,50.7,22.9,0.0
133,2016,3,Gujarat,Mehsana,4.7,63.2,0.0,0.3,0.3,10.5,0.2,0.0,1.0,0.4,0.0,4.9,5.3,16.9,0.1,0.0,0.0,32.6,25.2,0.0
133,2017,3,Gujarat,Mehsana,7.4,73.9,0.0,0.0,0.0,15.2,0.0,0.0,1.1,0.6,0.0,0.3,0.9,11.5,0.2,0.0,0.0,42.5,27.4,0.0
134,2016,3,Gujarat,Panchmahal,2.5,21.9,0.0,0.0,0.0,3.8,36.3,0.0,0.0,2.2,0.0,1.4,3.6,1.8,0.3,0.0,0.0,5.3,9.5,0.0
134,2017,3,Gujarat,Panchmahal,5.9,12.5,0.0,0.0,0.0,0.7,53.3,0.0,0.0,2.5,0.0,1.0,3.5,0.6,0.1,0.0,0.0,1.1,5.2,0.0
135,2016,3,Gujarat,Rajkot,0.0,17.4,0.0,0.0,0.0,0.3,0.1,0.0,0.0,4.3,2.7,0.5,7.4,40.2,1.1,0.0,0.1,216.2,6.6,0.0
135,2017,3,Gujarat,Rajkot,0.0,58.6,0.0,0.0,0.0,0.3,0.3,0.0,0.0,13.9,1.6,0.5,16.0,9.3,1.6,0.0,0.1,240.2,8.1,0.0
136,2016,3,Gujarat,Sabarkantha,6.5,74.7,0.0,0.0,0.0,3.0,9.1,0.0,0.0,0.8,0.0,2.4,3.2,46.2,0.1,0.0,0.0,64.0,25.5,0.0
136,2017,3,Gujarat,Sabarkantha,7.5,89.0,0.0,0.0,0.0,3.2,4.1,0.0,0.0,1.4,0.0,3.6,4.9,26.4,0.1,0.0,0.0,79.8,22.5,0.0
137,2016,3,Gujarat,Surat,40.9,5.5,0.1,2.1,2.2,0.1,0.9,0.0,0.0,1.3,4.8,3.4,9.5,0.7,0.2,0.0,116.3,2.2,22.9,0.0
137,2017,3,Gujarat,Surat,52.0,7.5,0.6,2.9,3.5,0.1,2.1,0.0,0.0,1.9,5.2,2.8,9.9,0.4,0.3,0.0,103.3,2.4,26.5,0.0
138,2016,3,Gujarat,Surendranagar,0.4,32.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.4,4.2,5.3,16.3,7.9,0.0,0.0,230.6,8.1,0.0
138,2017,3,Gujarat,Surendranagar,0.0,37.1,0.0,5.3,5.3,0.3,0.0,0.0,0.0,3.4,0.0,2.0,5.4,9.4,3.6,0.0,0.0,274.4,5.3,0.0
139,2016,10,Rajasthan,Ajmer,0.0,54.4,0.02,0.0,0.02,0.01,0.76,0.0,21.21,4.63,0.0,1.12,5.74,0.87,0.0,0.01,0.02,9.82,6.86,8.88
139,2017,10,Rajasthan,Ajmer,0.0,39.96,0.0,0.0,0.0,0.0,0.75,0.0,15.5,6.61,0.0,0.46,7.06,0.62,0.0,0.02,0.0,11.97,6.34,8.295
140,2016,10,Rajasthan,Alwar,0.27,215.68,0.02,0.0,0.02,1.63,0.08,0.0,7.76,2.46,1.1,0.5,4.05,1.11,0.0,0.0,0.03,35.46,14.82,5.901
140,2017,10,Rajasthan,Alwar,0.24,203.83,0.01,0.0,0.01,3.15,0.32,0.0,7.42,2.62,0.56,0.41,3.59,0.39,0.01,0.0,0.02,46.16,11.9,6.281
141,2016,10,Rajasthan,Banswara,0.0,81.75,0.0,0.0,0.0,0.0,17.9,0.0,0.68,7.47,0.0,0.84,8.31,0.0,0.0,0.0,0.01,0.06,0.21,0.959
141,2017,10,Rajasthan,Banswara,0.0,86.32,0.0,0.0,0.0,0.0,13.53,0.0,0.72,7.69,0.0,0.51,8.2,0.0,0.0,0.0,0.01,0.01,0.2,0.888
142,2016,10,Rajasthan,Barmer,0.0,15.67,0.11,0.0,0.11,44.75,0.01,0.0,0.02,0.08,0.0,1.56,1.64,4.06,0.14,0.01,0.0,0.0,0.52,4.899
142,2017,10,Rajasthan,Barmer,0.0,13.03,0.11,0.0,0.11,41.36,0.02,0.0,0.02,0.15,0.0,3.5,3.65,4.37,0.07,0.01,0.0,0.0,1.32,3.722
143,2016,10,Rajasthan,Bharatpur,1.23,160.5,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.49,0.01,0.15,0.65,0.0,0.0,0.0,0.01,5.92,5.91,2.143
143,2017,10,Rajasthan,Bharatpur,0.95,156.37,0.01,0.0,0.01,0.01,0.0,0.0,2.1,0.69,0.0,0.17,0.86,0.0,0.0,0.0,0.01,5.77,5.35,2.141
144,2016,10,Rajasthan,Bhilwara,0.47,139.68,0.0,0.0,0.0,0.0,0.39,0.0,26.25,8.72,0.0,11.62,20.34,0.19,0.0,0.02,0.03,28.2,2.24,7.838
144,2017,10,Rajasthan,Bhilwara,0.54,102.75,0.01,0.0,0.01,0.0,2.79,0.0,21.36,18.4,0.0,6.67,25.07,0.22,0.0,0.03,0.04,38.0,2.18,8.063
145,2016,10,Rajasthan,Bikaner,0.01,113.18,0.01,0.0,0.01,2.04,0.0,0.0,4.52,218.78,0.01,26.56,245.36,174.95,0.1,0.0,0.0,0.66,1.82,117.612
145,2017,10,Rajasthan,Bikaner,0.0,108.3,0.1,0.0,0.1,2.19,0.0,0.0,4.83,242.55,0.0,28.13,270.68,220.55,0.24,0.0,0.0,2.4,1.79,105.913
146,2016,10,Rajasthan,Bundi,44.35,162.25,0.01,0.0,0.01,0.02,0.62,0.0,1.04,7.02,0.0,32.57,39.59,0.1,0.0,0.06,1.01,0.11,3.0,2.433
146,2017,10,Rajasthan,Bundi,47.01,146.75,0.0,0.0,0.0,0.0,0.9,0.0,1.89,48.18,0.0,5.46,53.64,0.09,0.0,0.02,0.77,0.21,2.88,1.296
147,2016,10,Rajasthan,Chittorgarh,0.85,157.88,0.0,0.0,0.0,0.0,0.01,0.0,9.58,4.91,0.0,1.3,6.21,0.54,0.04,0.11,1.45,8.29,1.82,6.582
147,2017,10,Rajasthan,Chittorgarh,1.05,153.59,0.0,0.0,0.0,0.0,0.01,0.0,9.68,12.86,0.0,1.01,13.86,0.25,0.02,0.17,1.78,10.86,4.65,6.323
148,2016,10,Rajasthan,Churu,0.0,35.11,0.0,0.0,0.0,7.3,0.0,0.0,6.67,48.23,0.0,1.51,49.73,52.51,0.01,0.03,0.0,0.86,1.14,4.291
148,2017,10,Rajasthan,Churu,0.0,33.48,0.0,0.0,0.0,8.97,0.0,0.0,7.73,57.51,0.0,1.08,58.58,63.45,0.0,0.0,0.0,1.19,0.63,5.105
149,2016,10,Rajasthan,Dungarpur,0.0,45.46,0.2,0.0,0.2,0.0,0.16,0.0,0.39,1.06,0.0,0.25,1.31,0.01,0.0,0.0,0.01,0.45,0.15,0.618
149,2017,10,Rajasthan,Dungarpur,0.0,46.23,0.0,0.0,0.0,0.0,0.19,0.0,0.39,0.97,0.0,0.16,1.14,0.02,0.0,0.0,0.01,0.47,0.14,0.727
150,2016,10,Rajasthan,Ganganagar,13.77,248.12,0.21,0.0,0.21,13.05,0.15,0.0,39.91,55.71,3.13,78.62,137.46,3.45,0.76,0.05,3.5,89.09,11.32,261.987
150,2017,10,Rajasthan,Ganganagar,10.54,262.04,0.02,0.0,0.02,7.81,0.05,0.0,55.9,77.19,0.08,46.34,123.6,5.32,0.76,0.06,2.08,128.31,11.89,290.693
151,2016,10,Rajasthan,Jaipur,0.0,156.91,0.05,0.0,0.05,3.35,0.13,0.0,56.25,8.08,0.0,10.69,18.77,25.52,0.08,0.0,0.03,0.08,26.47,15.929
151,2017,10,Rajasthan,Jaipur,0.0,140.9,0.01,0.0,0.01,4.3,0.3,0.0,51.74,5.21,0.0,9.53,14.74,24.66,0.03,0.0,0.04,0.19,27.06,15.977
152,2016,10,Rajasthan,Jaisalmer,0.0,9.44,0.05,0.0,0.05,9.58,0.0,0.0,0.01,151.17,0.0,35.53,186.69,19.79,2.71,0.0,0.0,0.04,0.48,21.861
152,2017,10,Rajasthan,Jaisalmer,0.0,8.48,0.14,0.0,0.14,8.29,0.0,0.0,0.0,156.23,0.0,28.25,184.49,25.67,2.33,0.0,0.0,0.18,0.39,24.984
153,2016,10,Rajasthan,Jalore,0.0,46.64,0.51,0.0,0.52,26.61,0.04,0.0,0.22,2.46,0.0,0.37,2.84,17.77,0.05,0.0,0.0,0.26,3.07,6.257
153,2017,10,Rajasthan,Jalore,0.0,43.9,0.01,0.0,0.01,15.78,0.02,0.0,0.21,3.92,0.0,0.08,4.0,15.97,0.08,0.0,0.0,0.56,3.1,5.504
154,2016,10,Rajasthan,Jhalawar,4.38,109.04,0.0,0.0,0.0,0.0,0.0,0.0,0.32,16.07,0.0,10.54,26.61,0.0,0.0,0.8,0.02,0.0,15.98,1.415
154,2017,10,Rajasthan,Jhalawar,4.42,102.2,0.0,0.0,0.0,0.0,0.0,0.0,0.21,55.36,0.0,8.66,64.02,0.0,0.0,0.92,0.01,0.0,15.93,1.343
155,2016,10,Rajasthan,Jhunjhunu,0.0,86.55,0.0,0.0,0.0,2.14,0.0,0.0,9.89,47.97,0.0,0.46,48.43,3.73,0.02,0.0,0.0,3.81,4.76,6.71
155,2017,10,Rajasthan,Jhunjhunu,0.0,85.96,0.0,0.0,0.0,2.71,0.0,0.0,8.87,57.93,0.0,0.69,58.62,4.26,0.0,0.0,0.0,8.69,4.45,6.981
156,2016,10,Rajasthan,Jodhpur,0.0,74.38,0.2,0.0,0.2,54.4,0.01,0.0,0.35,4.52,0.0,34.56,39.08,115.42,2.42,0.02,0.0,40.55,24.37,39.447
156,2017,10,Rajasthan,Jodhpur,0.0,65.51,0.11,0.0,0.11,49.99,0.0,0.0,0.31,14.43,0.0,39.13,53.56,129.42,1.94,0.01,0.0,46.71,25.6,34.813
157,2016,10,Rajasthan,Kota,22.71,141.6,0.0,0.0,0.0,0.0,0.0,0.0,0.27,7.77,0.0,0.12,7.89,0.0,0.0,0.12,0.0,0.0,1.74,0.616
157,2017,10,Rajasthan,Kota,21.83,120.47,0.0,0.0,0.0,0.0,0.0,0.0,0.41,50.61,0.0,0.09,50.7,0.01,0.0,0.19,0.01,0.0,1.84,0.515
158,2016,10,Rajasthan,Nagaur,0.0,61.61,0.19,0.0,0.19,13.49,0.02,0.0,8.48,8.66,0.0,4.72,13.39,13.89,0.05,4.27,0.0,51.39,11.69,3.33
158,2017,10,Rajasthan,Nagaur,0.0,53.47,0.23,0.0,0.23,11.84,0.02,0.0,7.7,12.12,0.0,3.85,15.97,16.6,0.04,0.8,0.0,53.73,10.89,2.899
159,2016,10,Rajasthan,Pali,0.0,81.99,0.0,0.0,0.0,0.0,0.45,0.0,4.96,14.2,0.0,0.03,14.22,0.0,0.0,0.01,0.0,9.99,1.8,4.144
159,2017,10,Rajasthan,Pali,0.0,78.57,0.0,0.0,0.0,0.0,0.18,0.0,4.8,28.31,0.0,0.02,28.33,0.0,0.0,0.01,0.0,14.38,1.66,4.516
160,2016,10,Rajasthan,Swami Madhopur,1.63,85.23,0.0,0.0,0.0,0.0,0.0,0.0,0.53,11.37,0.0,2.44,13.81,0.08,0.0,0.0,0.02,0.0,1.98,0.766
160,2017,10,Rajasthan,Swami Madhopur,1.39,64.26,0.0,0.0,0.0,0.0,0.0,0.0,0.45,34.35,0.02,0.22,34.58,0.28,0.0,0.01,0.01,0.0,1.13,0.597
161,2016,10,Rajasthan,Sikar,0.0,92.03,0.0,0.0,0.0,9.71,0.0,0.0,27.7,33.58,0.0,1.54,35.12,21.74,0.02,0.0,0.01,0.03,15.83,12.23
161,2017,10,Rajasthan,Sikar,0.0,86.09,0.0,0.0,0.0,16.73,0.0,0.0,25.7,35.29,0.0,2.97,38.25,22.54,0.01,0.0,0.02,0.02,15.88,14.985
162,2016,10,Rajasthan,Sirohi,0.0,37.27,0.02,0.0,0.02,3.65,0.15,0.0,1.02,1.03,0.0,0.06,1.09,13.71,0.04,0.0,0.0,1.39,3.51,5.59
162,2017,10,Rajasthan,Sirohi,0.0,22.23,0.01,0.0,0.01,6.69,0.02,0.0,0.6,0.86,0.0,0.06,0.92,14.05,0.0,0.0,0.0,2.82,2.57,5.152
163,2016,10,Rajasthan,Tonk,0.0,68.42,0.0,0.0,0.0,0.0,0.03,0.0,5.05,20.26,0.0,9.23,29.49,0.05,0.0,0.0,0.04,0.77,3.67,3.609
163,2017,10,Rajasthan,Tonk,0.0,45.78,0.0,0.0,0.0,0.0,0.07,0.0,4.04,69.89,0.0,1.98,71.87,0.03,0.0,0.0,0.02,0.96,3.09,2.781
164,2016,10,Rajasthan,Udaipur,0.0,80.07,0.0,0.0,0.0,0.0,0.04,0.0,9.38,1.8,0.0,0.98,2.78,0.02,0.0,0.01,0.23,1.0,0.92,2.227
164,2017,10,Rajasthan,Udaipur,0.0,80.64,0.0,0.0,0.0,0.0,0.03,0.0,9.09,2.08,0.0,0.85,2.92,0.02,0.0,0.01,0.23,0.99,0.9,2.19
165,2016,9,Punjab,Gurdaspur,172.57,179.1,0.0,0.0,0.0,1.09,0.54,0.0,0.01,0.01,0.0,0.34,0.34,0.0,0.06,0.0,20.51,0.0,2.29,21.748
165,2017,9,Punjab,Gurdaspur,165.49,178.94,0.0,0.0,0.0,0.0,0.29,0.0,0.13,0.01,0.0,0.3,0.31,0.0,0.08,0.0,20.51,0.0,2.41,20.153
166,2016,9,Punjab,Amritsar,179.51,187.76,0.0,0.0,0.0,0.0,0.63,0.0,0.01,0.01,0.35,1.45,1.81,0.0,0.67,0.0,4.21,0.0,3.42,30.023
166,2017,9,Punjab,Amritsar,179.51,189.03,0.0,0.0,0.0,0.0,1.87,0.0,0.01,0.01,0.35,1.94,2.29,0.0,0.67,0.0,6.29,0.0,3.42,30.023
167,2016,9,Punjab,Kapurthala,118.16,106.21,0.0,0.0,0.0,0.0,9.37,0.0,0.0,0.0,0.01,0.1,0.12,0.0,0.0,0.01,4.29,0.0,21.01,14.183
167,2017,9,Punjab,Kapurthala,118.42,108.27,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.01,0.38,0.39,0.0,0.0,0.0,4.09,0.0,18.37,13.36
168,2016,9,Punjab,Jalandhar,170.27,166.42,0.0,0.0,0.0,0.0,7.08,0.0,0.0,0.01,0.35,0.04,0.4,0.0,0.16,0.01,10.42,0.03,21.95,29.823
168,2017,9,Punjab,Jalandhar,170.72,169.66,0.0,0.0,0.0,0.0,5.98,0.0,0.0,0.0,0.33,0.03,0.36,0.0,0.03,0.02,10.95,0.03,20.81,27.883
169,2016,9,Punjab,Hoshiarpur,72.67,145.47,0.0,0.0,0.0,0.0,44.66,0.0,0.0,0.06,0.03,0.24,0.32,0.51,0.05,0.0,22.39,0.0,6.25,34.165
169,2017,9,Punjab,Hoshiarpur,74.7,137.3,0.0,0.0,0.0,0.0,46.88,0.0,0.0,0.01,0.02,0.12,0.15,0.6,0.03,0.0,22.38,0.0,5.23,25.812
170,2016,9,Punjab,Roopnagar,37.77,63.66,0.0,0.0,0.0,0.42,2.7,0.0,0.12,0.01,0.05,0.01,0.07,0.0,0.0,0.39,2.61,0.0,1.01,4.32
170,2017,9,Punjab,Roopnagar,39.84,65.88,0.0,0.0,0.0,0.22,2.83,0.0,0.14,0.01,0.02,0.12,0.15,0.01,0.05,0.0,3.71,0.0,0.72,7.624
171,2016,9,Punjab,Ludhiana,258.66,249.92,0.0,0.0,0.0,0.0,7.61,0.0,1.32,0.01,0.73,3.08,3.82,0.0,0.0,0.0,2.44,0.09,24.37,42.048
171,2017,9,Punjab,Ludhiana,257.47,251.41,0.0,0.0,0.0,0.0,1.36,0.0,1.39,0.02,0.68,0.47,1.17,0.0,0.0,0.0,3.03,0.08,13.98,19.699
172,2016,9,Punjab,Ferozpur,186.59,184.3,0.0,0.0,0.0,0.02,0.01,0.0,0.3,0.01,0.12,0.82,0.95,0.0,0.53,0.0,0.03,0.54,5.65,22.846
172,2017,9,Punjab,Ferozpur,185.19,187.31,0.0,0.0,0.0,0.04,0.04,0.0,0.01,0.0,0.08,0.51,0.58,0.0,0.37,0.0,0.18,0.04,12.05,28.023
173,2016,9,Punjab,Faridkot,114.94,116.55,0.0,0.0,0.0,0.0,0.37,0.0,0.09,0.03,0.06,0.08,0.17,0.0,0.0,0.0,0.03,2.03,2.52,5.254
173,2017,9,Punjab,Faridkot,114.69,116.12,0.0,0.0,0.0,0.0,0.02,0.0,0.1,0.03,0.05,0.04,0.12,0.0,0.0,0.0,0.06,1.92,2.56,6.054
174,2016,9,Punjab,Bhatinda,152.15,249.51,0.0,0.0,0.0,0.34,0.27,0.0,1.09,0.15,0.2,0.44,0.8,0.0,0.0,0.0,0.07,97.07,9.81,26.137
174,2017,9,Punjab,Bhatinda,159.92,254.37,0.0,0.0,0.0,0.19,0.31,0.0,0.84,0.14,0.06,0.33,0.53,0.04,0.0,0.0,0.06,98.87,8.56,26.482
175,2016,9,Punjab,Sangrur,279.46,286.23,0.0,0.0,0.0,0.26,0.49,0.0,1.5,0.11,0.26,0.24,0.61,0.01,0.0,0.0,2.65,6.62,5.16,37.421
175,2017,9,Punjab,Sangrur,284.13,288.28,0.0,0.0,0.0,0.25,0.31,0.0,1.53,0.09,0.22,0.73,1.04,0.0,0.0,0.0,3.81,5.67,4.78,35.136
176,2016,9,Punjab,Patiala,231.97,230.81,0.0,0.0,0.0,0.0,1.32,0.0,0.54,0.02,0.03,0.73,0.78,0.0,0.0,0.0,1.99,0.59,12.23,27.305
176,2017,9,Punjab,Patiala,232.99,232.22,0.0,0.0,0.0,0.0,1.0,0.0,0.47,0.03,0.02,0.31,0.35,0.0,0.0,0.0,2.3,0.54,11.11,25.793
177,2016,4,Haryana,Hissar,68.0,226.0,0.0,0.0,0.0,30.0,0.0,0.0,3.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,114.0,0.0,0.0
177,2017,4,Haryana,Hissar,70.0,224.0,0.0,0.0,0.0,22.0,0.0,0.0,3.0,6.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,131.0,0.0,0.0
178,2016,4,Haryana,Sirsa,85.0,304.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0
178,2017,4,Haryana,Sirsa,95.0,295.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0
179,2016,4,Haryana,Bhiwani,28.0,120.0,0.0,0.0,2.0,22.0,0.0,0.0,3.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,87.0,0.0,0.0
179,2017,4,Haryana,Bhiwani,22.0,117.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,86.0,0.0,0.0
180,2016,4,Haryana,Gurgaon,6.0,48.0,0.0,0.0,1.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
180,2017,4,Haryana,Gurgaon,5.0,43.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
181,2016,4,Haryana,Jind,135.0,217.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,59.0,0.0,0.0
181,2017,4,Haryana,Jind,136.0,216.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,63.0,0.0,0.0
182,2016,4,Haryana,Mahendragarh,0.0,50.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
182,2017,4,Haryana,Mahendragarh,0.0,49.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
183,2016,4,Haryana,Ambala,83.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
183,2017,4,Haryana,Ambala,85.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
